14.13: RT @BandungCC2016: Arus lalin daerah Braga terpantau lancar #lalinBDG https://t.co/vGEpWnMBpq,2016-11-26 07:21:50
"14.13: RT @eka_harijanto: Gatsu ke arah TSM padat, arah sebaliknya sama, langit cerah #lalinBDG https://t.co/33mAEVM4Tw",2016-11-26 07:21:22
14.16 Arus lalin daerah Setiabudhi - Lembang dan sebaliknya terpantau masih lancar @PRFMnews @tmc_restabesbdg… https://t.co/d1UM24UdaR,2016-11-26 07:17:37
14.13 Arus lalin daerah Braga terpantau lancar @PRFMnews @tmc_restabesbdg @infobdg #lalinBDG https://t.co/aicaYU9Jh8,2016-11-26 07:15:55
"Gatsu ke arah TSM padat, arah sebaliknya sama, langit cerah #lalinBDG @PRFMnews @infobdg @sekitarbdg_ https://t.co/WKRk2yB3C6",2016-11-26 07:13:20
13.48 laswi arah perempatan gatsu macet parah mulai dari pertigaan sukabumi @PRFMnews #lalinbdg,2016-11-26 06:47:53
"RT @infobdg: #lalinBDG 13.15: kawasan jl.ters. jakarta padat di kedua arah, cuaca cerah | @abayrobbie https://t.co/2RAWwl0hrl",2016-11-26 06:23:49
"RT @infobdg: #lalinBDG 13.15: kawasan jl.ters. jakarta padat di kedua arah, cuaca cerah | @abayrobbie https://t.co/2RAWwl0hrl",2016-11-26 06:23:39
"infobdg: #lalinBDG 13.15: kawasan jl.ters. jakarta padat di kedua arah, cuaca cerah | abayrobbie https://t.co/u0dmwPwz5W",2016-11-26 06:18:38
"RT @infobdg: #lalinBDG 13.15: kawasan jl.ters. jakarta padat di kedua arah, cuaca cerah | @abayrobbie https://t.co/2RAWwl0hrl",2016-11-26 06:16:45
"#lalinBDG 13.15: kawasan jl.ters. jakarta padat di kedua arah, cuaca cerah | @abayrobbie https://t.co/2RAWwl0hrl",2016-11-26 06:16:10
"13.13 #cuacaBDG kawasan jl.ters. jakarta cerah, arus #lalinBDG padat di kedua arah. Utamakan keselamatan @PRFMnews… https://t.co/H4Ymwcfnxs",2016-11-26 06:14:26
@PRFMnews exit pasteur dr baros sdh mengular dr km 3 - 600 #lalinBDG cuaca cerah #cuacaBDG https://t.co/V4uta4WEHf,2016-11-26 04:46:51
"RT @PRFMnews: 19.03: RT @FadiyahMaghfira: Lampu merah perempatan Gedebage mati, lalu lintas jadi semrawut. #lalinBDG  Cc @dishub_kotabdg",2016-11-25 16:09:56
RT @PRFMnews: 21.11: RT @BandungCC2016: Arus lalu lintas daerah Surapati Core terpantau masih padat. #lalinBDG https://t.co/uquCHyBL0I,2016-11-25 16:09:54
21.11: RT @BandungCC2016: Arus lalu lintas daerah Surapati Core terpantau masih padat. #lalinBDG https://t.co/uquCHyBL0I,2016-11-25 14:11:49
20.50: Depan RS Advent arah Cihampelas Walk lalu lintas tidak bergerak. (P. Opik). #lalinBDG https://t.co/X4wWQITJ2B,2016-11-25 13:51:30
"@PRFMnews lalin katapang,soreang lancar jaya. Cuaca cerah #lalinBDG https://t.co/hjR0PS9Vqb",2016-11-25 13:06:44
"@PRFMnews lalin katapang,soreang lancar jaya. Cuaca cerah #lalinBDG https://t.co/ADNm2xcRgk",2016-11-25 13:04:49
"19.03: RT @FadiyahMaghfira: Lampu merah perempatan Gedebage mati, lalu lintas jadi semrawut. #lalinBDG  Cc @dishub_kotabdg",2016-11-25 12:03:46
RT @PRFMnews: 17.27: RT @Widaning: Jalan Ibrahim Adjie dari Binong sampai Samsat Kiaracondong lancar jaya. #lalinBDG,2016-11-25 12:00:17
18.55: RT @BandungCC2016: Arus lalu lintas daerah perempatan Jalan Jakarta terpantau ramai lancar. #lalinBDG https://t.co/QELSEPd4H8,2016-11-25 11:56:01
RT @PRFMnews: 16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t…,2016-11-25 11:51:52
18.50: RT @BandungCC2016: Arus lalin daerah Simpang Dago terpantau padat ke arah bawah. Arah atas lancar. #lalinBDG https://t.co/nVnJO5KOro,2016-11-25 11:51:13
"18.44: RT @ErwinGoh1: Daerah BTC menuju Tol Pasteur lumayan padat merayap, weekend. Hati-hati. #lalinBDG https://t.co/HGqBy9ove5",2016-11-25 11:44:13
"#lalinBDG 18.36 daerah btc menuju tol Pasteur lumayan padat merayap , weekend. Hati hati guys @infobdg @PRFMnews https://t.co/pKF1RYPJr9",2016-11-25 11:40:31
"18.21: RT @dacil123: Lalu lintas Jalan Pasteur macet, mulai dari jembatan Pasupati. #lalinBDG https://t.co/H2KmG8FGQu",2016-11-25 11:22:04
"18.09: RT @wds_16: Jalan PHH Mustofa kedua arah lancar walaupun agak tersendat, cuaca cerah. #lalinBDG https://t.co/m3FGDfg0sm",2016-11-25 11:09:19
17.56: RT @ariefrerefauzha: Antara  lampu merah Jalan Laswi dan Jalan Sukabumi lalu lintas diam. #lalinBDG https://t.co/5bub5M3QEp,2016-11-25 10:56:48
17.50: Sudah sejam macet di Terusan Jalan Jakarta depan Borma arah barat. (P. Djoko). #lalinBDG https://t.co/UsgiAx4WyC,2016-11-25 10:53:20
17.44: RT Jalan Soekarno Hatta ke arah barat mendekati perempatan Jalan Moch Toha macet. (P. Mustawan). #lalinBDG https://t.co/tvXH7eRFU6,2016-11-25 10:45:03
17.27: RT @Widaning: Jalan Ibrahim Adjie dari Binong sampai Samsat Kiaracondong lancar jaya. #lalinBDG,2016-11-25 10:27:45
RT @PRFMnews: 16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t…,2016-11-25 10:24:39
RT @PRFMnews: 16.59: RT @BandungCC2016: Arus lalin daerah Pasar Kordon - Ciwastra terpantau padat. #LalinBdg https://t.co/rPxe2nDnet,2016-11-25 10:23:53
RT @PRFMnews: 17.20: RT @triclaksono: Kondisi lalu lintas di sekitar Pasar Astana Anyar ramai lancar. #lalinBDG https://t.co/a2aCcf0qJY,2016-11-25 10:23:15
17.20: RT @triclaksono: Kondisi lalu lintas di sekitar Pasar Astana Anyar ramai lancar. #lalinBDG https://t.co/a2aCcf0qJY,2016-11-25 10:21:03
RT @PRFMnews: 16.59: RT @BandungCC2016: Arus lalin daerah Pasar Kordon - Ciwastra terpantau padat. #LalinBdg https://t.co/rPxe2nDnet,2016-11-25 10:14:57
16.59: RT @BandungCC2016: Arus lalin daerah Pasar Kordon - Ciwastra terpantau padat. #LalinBdg https://t.co/rPxe2nDnet,2016-11-25 10:02:24
16.57: RT @BandungCC2016: Arus lalu lintas daerah Gasibu terpantau cukup padat.  #lalinBDG https://t.co/iC41KCV7OG,2016-11-25 09:57:50
RT @infobdg: #lalinBDG 16.26 : lalu lintas Jl. Laswi arah Gatsu macet. Patuhi rambu lalu lintasnya ya taruwit. https://t.co/Bg0CEHrB2s,2016-11-25 09:40:05
RT @PRFMnews: 16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t…,2016-11-25 09:31:47
16.29: RT @ppkadaop2bd: Jalan Abdurahman Saleh di perlintasan Andir mulai padat. relawan masih mengatur.  #lalinBDG https://t.co/ONam3J6u3J,2016-11-25 09:29:34
#lalinBDG 16.26 : lalu lintas Jl. Laswi arah Gatsu macet. Patuhi rambu lalu lintasnya ya taruwit. https://t.co/Bg0CEHrB2s,2016-11-25 09:26:56
"16.19: Jalan PHH Mustofa arah lampu merah Jalan Pahlawan padat, biasanya di depan RM Ampera Pak Ogah suka mengatur… https://t.co/YGp096sgYP",2016-11-25 09:21:40
"RT @PRFMnews: 16.15: RT @seblakseblok: Jalan Pajajaran arah IP macet pisan, ujung macet sampai stopan Husein.  #lalinBDG https://t.co/JDM5i…",2016-11-25 09:16:40
"16.15: RT @seblakseblok: Jalan Pajajaran arah IP macet pisan, ujung macet sampai stopan Husein.  #lalinBDG https://t.co/JDM5ixU1ZF",2016-11-25 09:15:28
@SyaifulAndy Jl. PHH Mustofa depan Surapati Core terpantau lancar #lalinBDG,2016-11-25 09:04:25
RT @PRFMnews: 15:35: RT @BandungCC2016: Perempatan Pahlawan arah Jl. PHH Mustofa terpantau macet #LalinBdg https://t.co/50jca3bu4a,2016-11-25 09:01:09
15:35: RT @BandungCC2016: Perempatan Pahlawan arah Jl. PHH Mustofa terpantau macet #LalinBdg https://t.co/50jca3bu4a,2016-11-25 08:43:23
15:35 Perempatan Pahlawan arah Jl. PHH Mustofa terpantau macet #lalinBDG @tmc_restabesbdg @dishub_kotabdg @PRFMnews… https://t.co/JZFoQbgJx9,2016-11-25 08:35:56
#lalinBDG 14.51: Arus lalin daerah Surapati Core trpntau lncar ke 2 jalur&amp; berhati2 hujan sdh turun | @BandungCC2016 https://t.co/eaiPt3lyAT,2016-11-25 06:52:17
#lalinBDG 14.50: Arus lalin daerah Setiabudhi arah ke lembang dan sebaliknya terpantau ramai | @BandungCC2016 https://t.co/gOiaX1K9yH,2016-11-25 06:50:50
RT @infobdg: #lalinBDG 14.39: Arus lalin daerah Cicabe - Cicaheum terpantau ramai dan lancar dijalur sebaliknya | @BandungCC2016 https://t.…,2016-11-25 06:45:09
#lalinBDG 14.39: Arus lalin daerah Cicabe - Cicaheum terpantau ramai dan lancar dijalur sebaliknya | @BandungCC2016 https://t.co/4GU0ZpDLvI,2016-11-25 06:40:02
#lalinBDG 14.37: Arus lalin daerah Cimindi dan daerah Kebon Kopi terpantau ramai lancar | @BandungCC2016 https://t.co/wPOlZI9nnc,2016-11-25 06:37:24
@RadioElshinta @NTMCLantasPolri Selepas angkiot2 ngetem d Setiabudi baru lancar. #lalinBDG https://t.co/TCbcHilScA,2016-11-25 02:53:49
"#lalinBDG #cuacaBDG 8:06 jalan pelajar pejuang - BKR ramai lancar dan mendung, siap siaga hujan https://t.co/9jY6wA93o6",2016-11-25 01:07:46
#lalinBDG 7.48 : Arus lalin daerah Surapati Core dan daerah Gasibu terpantau ramai lancar | @BandungCC2016 https://t.co/JWDVPEHCkL,2016-11-25 00:49:25
RT @BandungCC2016: 07.25 Arus lalin daerah Suniaraja - Pasar Baru terpantau lancar jaya @PRFMnews @infobdg @tmc_restabesbdg #lalinBDG https…,2016-11-25 00:38:27
"7.25 RT @kang_mumuy
Lalin jl trs Jakarta arah perempatan Kircon macet mulai dari pertigaan kalijati, cuaca mendung #lalinbdg #cuacabdg",2016-11-25 00:32:28
07.28 Arus lalin per4an Buahbatu - Soetta terpantau ramai disetiap per4an @PRFMnews @infobdg @tmc_restabesbdg… https://t.co/r206vF7493,2016-11-25 00:30:26
07.25 Arus lalin daerah Suniaraja - Pasar Baru terpantau lancar jaya @PRFMnews @infobdg @tmc_restabesbdg #lalinBDG https://t.co/u7hApWp4lA,2016-11-25 00:27:21
07.23 Arus lalin daerah Braga terpantau lancar dipagi yg cerah ini @PRFMnews @infobdg @tmc_restabesbdg #lalinBDG https://t.co/NPgEYsdj4v,2016-11-25 00:25:44
"7.25 terusan jakarta arah perempatan kircon macet mulai dari pertigaan kalijati, cuaca mendung @PRFMnews #lalinbdg #cuacabdg",2016-11-25 00:25:26
RT @infobdg: #lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,2016-11-24 13:43:19
RT @PRFMnews: 18.21: RT @oetjhoen: Soekarno Hatta dari Buah batu arah ke samsat macetnya ampun... pengen nangis!😭 #LalinBdg https://t.co/MG…,2016-11-24 12:05:33
RT @PRFMnews: 18.25: RT @vdCloser: Jln Hasan Saputra - Salendro macet parah arah Karawitan #LalinBdg,2016-11-24 12:05:28
RT @PRFMnews: 18.32: RT @kenziihimura: Perempatan Otista (Pasar Baru) - Jalan Asia Afrika - Jalan Sudirman juara macetnya. #lalinBDG https:…,2016-11-24 12:05:01
RT @infobdg: #lalinBDG 18.55 : Soekarno hatta arah ke kircon macet | @IzzyRenjana https://t.co/Dh8BkP3O9p,2016-11-24 11:58:26
"18.55: RT @bambangSud: Terusan Kiaracondong arah utara macet total, sudah 40 menit hampir tidak bergerak. #lalinBDG",2016-11-24 11:56:14
#lalinBDG 18.55 : Soekarno hatta arah ke kircon macet | @IzzyRenjana https://t.co/Dh8BkP3O9p,2016-11-24 11:55:49
RT @BandungCC2016: 18:07 Jl. Supratman arah Cicadas terpantau padat #lalinBDG @tmc_restabesbdg @dishub_kotabdg @PRFMnews @infobdg @infoband…,2016-11-24 11:42:50
RT @PRFMnews: 18.21: RT @oetjhoen: Soekarno Hatta dari Buah batu arah ke samsat macetnya ampun... pengen nangis!😭 #LalinBdg https://t.co/MG…,2016-11-24 11:38:18
RT @PRFMnews: 18.25: RT @vdCloser: Jln Hasan Saputra - Salendro macet parah arah Karawitan #LalinBdg,2016-11-24 11:38:10
RT @PRFMnews: 18.32: RT @kenziihimura: Perempatan Otista (Pasar Baru) - Jalan Asia Afrika - Jalan Sudirman juara macetnya. #lalinBDG https:…,2016-11-24 11:37:58
RT @infobdg: #lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,2016-11-24 11:34:04
18.32: RT @kenziihimura: Perempatan Otista (Pasar Baru) - Jalan Asia Afrika - Jalan Sudirman juara macetnya.… https://t.co/F6eyj4a5cm,2016-11-24 11:32:42
18.25: RT @vdCloser: Jln Hasan Saputra - Salendro macet parah arah Karawitan #LalinBdg,2016-11-24 11:27:33
18.21: RT @oetjhoen: Soekarno Hatta dari Buah batu arah ke samsat macetnya ampun... pengen nangis!😭 #LalinBdg https://t.co/MG7IuxH7Ir,2016-11-24 11:25:49
RT @infobdg: #lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,2016-11-24 11:24:24
#lalinBDG 18.15 : Jln suci hujan deras plus angin di tambah maceet https://t.co/YoM571ECVP,2016-11-24 11:15:30
18.08: RT @BandungCC2016: Jalan Supratman arah Cicadas terpantau padat. #lalinBDG https://t.co/jZT6cLyvkT,2016-11-24 11:08:56
18:07 Jl. Supratman arah Cicadas terpantau padat #lalinBDG @tmc_restabesbdg @dishub_kotabdg @PRFMnews @infobdg… https://t.co/9tWQUNCUFm,2016-11-24 11:08:00
17.58: RT @BandungCC2016: Arus lalu lintas daerah Jalan Pahlawan terpantau padat ke Jalan Katamso. #lalinBDG  https://t.co/o7BSkRyciY,2016-11-24 10:58:23
17.54: Mobil mogok posisi depan Disnaker Jalan Ssoekarno Hatta arah Carrefour kondisi lalu lintas jalur lambat terh… https://t.co/48ZUiVVVZ7,2016-11-24 10:56:29
17.54: RT @BandungCC2016: Arus lalin daerah Pahlawan terpantau padat ke katamso #LalinBdg #BCC https://t.co/o7BSkRyciY,2016-11-24 10:56:02
"RT @PRFMnews: 17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t…",2016-11-24 10:54:49
"RT @PRFMnews: 17:37: kawasan Cicaheum sampai Cileunyi lancar jaya, arah sebaliknya sama cuaca mendung. (P. Herlan). #lalinBDG https://t.co/…",2016-11-24 10:51:32
RT @PRFMnews: 17.02: RT @BandungCC2016: Arus  lalu lintas daerah Jalan Sudirman terpantau ramai lancar. #lalinBDG  https://t.co/3nunMJAAsK,2016-11-24 10:47:37
"RT @PRFMnews: 16.51: RT @BandungCC2016: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/yedt…",2016-11-24 10:47:16
"RT @PRFMnews: 17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t…",2016-11-24 10:43:27
"17:37: kawasan Cicaheum sampai Cileunyi lancar jaya, arah sebaliknya sama cuaca mendung. (P. Herlan). #lalinBDG https://t.co/OpNtNwEfnR",2016-11-24 10:42:57
"RT @PRFMnews: 17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t…",2016-11-24 10:42:50
"17.38: Jalan layang Pasupati arah Gasibu macet, kepadatan kendaraan sejak Balubur Town Square. (P. Rudy). #lalinBDG https://t.co/3t0cMX3ZZf",2016-11-24 10:40:32
RT @angki_lfc: Perempatan jalan padasuka-suci ramai lancar @infobandung @PRFMnews #lalinBDG https://t.co/D9bNbTYbK9,2016-11-24 10:37:57
"17.37: RT @Kamal_fauzan: Jalan Salendro padat, cuaca mendung, kemacetan hingga mendekati Jalan Turangga. #lalinBDG https://t.co/6RiZ3UcpwA",2016-11-24 10:37:34
17.36: RT @angki_lfc: Perempatan Jalan Padasuka - Jalan Suci ramai lancar. #lalinBDG https://t.co/NFl6FzMPq7,2016-11-24 10:36:47
Perempatan jalan padasuka-suci ramai lancar @infobandung @PRFMnews #lalinBDG https://t.co/D9bNbTYbK9,2016-11-24 10:34:51
"RT @PRFMnews: 16.51: RT @BandungCC2016: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co/yedt…",2016-11-24 10:34:44
RT @PRFMnews: 17.18: RT @koes_ro: Lalu lintas semrawut di putaran Jalan Sulanjana - Jalan Tamansari tidak ada petugas. #lalinBDG https://t.…,2016-11-24 10:34:12
RT @PRFMnews: 16.52: RT @marselldea: Jalan Soekarno Hatta masih macet. #lalinBDG   https://t.co/HCwFHBwoWY,2016-11-24 10:33:03
"RT @PRFMnews: 17.16: RT @vhii_novi23: Jalan Buah Batu arah Carrefour macet parah, semrawut di perempat Buah Batu. #lalinBDG Cc @tmc_restabe…",2016-11-24 10:32:32
RT @PRFMnews: 17.18: RT @koes_ro: Lalu lintas semrawut di putaran Jalan Sulanjana - Jalan Tamansari tidak ada petugas. #lalinBDG https://t.…,2016-11-24 10:32:30
RT @PRFMnews: 17.26: RT @glennvalentino: Jalan Setiabudi depan Griya arah Ledeng efek yang mau ke Gegerkalong. #lalinBDG https://t.co/ECvgI…,2016-11-24 10:32:06
RT @PRFMnews: 17.29: RT @Kel_PasirBiru: Giat Linmas @Kel_PasirBiru mengatur lalu lintas sore di Jalan AH. Nasution. #lalinBDG https://t.co/…,2016-11-24 10:31:56
17.31 RT @PRFMnews @Kel_PasirBiru: Giat Linmas mengatur lalu lintas sore di Jalan AH. Nasution. #lalinBDG https://t.co/om2qMy0jWQ,2016-11-24 10:31:14
17.29: RT @Kel_PasirBiru: Giat Linmas @Kel_PasirBiru mengatur lalu lintas sore di Jalan AH. Nasution. #lalinBDG https://t.co/XR8wYaI1Mf,2016-11-24 10:30:10
17.26: RT @glennvalentino: Jalan Setiabudi depan Griya arah Ledeng efek yang mau ke Gegerkalong. #lalinBDG https://t.co/ECvgIkW6bn,2016-11-24 10:26:50
"RT @infobdg: #lalinBDG 14.30: di lampu merah S.hatta-Bubat arah Samsat padat merayap, Ngaheab | @siouutay https://t.co/O70pzVE5cR",2016-11-24 10:24:28
"RT @PRFMnews: 17.16: RT @vhii_novi23: Jalan Buah Batu arah Carrefour macet parah, semrawut di perempat Buah Batu. #lalinBDG Cc @tmc_restabe…",2016-11-24 10:20:33
17.18: RT @koes_ro: Lalu lintas semrawut di putaran Jalan Sulanjana - Jalan Tamansari tidak ada petugas. #lalinBDG https://t.co/jyEBpyxRxS,2016-11-24 10:18:33
"17.16: RT @vhii_novi23: Jalan Buah Batu arah Carrefour macet parah, semrawut di perempat Buah Batu. #lalinBDG Cc @tmc_restabesbdg",2016-11-24 10:17:13
@PRFMnews pabeulit di putaran sulanjana - taman sari gak ada petugas #lalinBDG https://t.co/65l3EKWRd5,2016-11-24 10:17:10
17.02: RT @BandungCC2016: Arus  lalu lintas daerah Jalan Sudirman terpantau ramai lancar. #lalinBDG  https://t.co/3nunMJAAsK,2016-11-24 10:02:54
#lalinBDG 17.02: daerah Sudirman terpantau ramai lancar | @BandungCC2016 https://t.co/RfVeuFzJmL,2016-11-24 10:02:26
"RT @infobdg: #lalinBDG 16.57: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang | @BandungCC2016 https://t.co/R5rg2EX0po",2016-11-24 10:00:55
"#lalinBDG 16.57: Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang | @BandungCC2016 https://t.co/R5rg2EX0po",2016-11-24 09:57:33
#lalinBDG 16.56: daerah Surapati Core terpantau padat | @BandungCC2016 https://t.co/Zh0BKDZ0q7,2016-11-24 09:56:32
"RT @RTMC_PoldaJabar: 16.52 Wib RT @PRFMnews  Antapani macet, diberlakukan rekayasa jalan di proyek jembatan layang. #lalinBDG  https://t.co…",2016-11-24 09:56:15
